lang,set,no,name,domain,bunya,applies_to,n_checkpoints,has_related_laws,n_evidence,n_defect_cases,path
en,별표7,3.5.2,Guaranteeing the Rights of Data Subjects,Requirements by personal information processing phase,Protection of data subject rights,ISMS-P,6,Y,4,6,docs/en/annex7/3.5.2.md
en,별표7,3.5.3,Notification to Data Subjects,Requirements by personal information processing phase,Protection of data subject rights,ISMS-P,2,Y,2,2,docs/en/annex7/3.5.3.md
en,별표7의2,1.1.1,Participation of Management,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,2,N,5,2,docs/en/annex7-2/1.1.1.md
en,별표7의2,1.1.2,Designation of the Chief Officer,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,2,Y,6,4,docs/en/annex7-2/1.1.2.md
en,별표7의2,1.1.3,Organization Composition,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,1,Y,5,4,docs/en/annex7-2/1.1.3.md
en,별표7의2,1.1.4,Scope Definition,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,3,N,7,3,docs/en/annex7-2/1.1.4.md
en,별표7의2,1.1.5,Policy Establishment,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,4,Y,5,3,docs/en/annex7-2/1.1.5.md
en,별표7의2,1.2.1,Information Asset Identification,Establishment and operation of the management system,Risk management,ISMS/ISMS-P,3,N,5,5,docs/en/annex7-2/1.2.1.md
en,별표7의2,1.3.1,Operational Status Management,Establishment and operation of the management system,Operation of the management system,ISMS/ISMS-P,2,Y,3,2,docs/en/annex7-2/1.3.1.md
en,별표7의2,1.4.1,Management System Review,Establishment and operation of the management system,Inspection and improvement of the management system,ISMS/ISMS-P,2,Y,3,3,docs/en/annex7-2/1.4.1.md
en,별표7의2,2.1.1,Security Pledge,Requirements for protection measures,"Policy, organization, and asset management",ISMS/ISMS-P,4,N,2,4,docs/en/annex7-2/2.1.1.md
en,별표7의2,2.1.2,Awareness Raising and Education/Training,Requirements for protection measures,"Policy, organization, and asset management",ISMS/ISMS-P,5,Y,4,6,docs/en/annex7-2/2.1.2.md
en,별표7의2,2.2.1,Security in External Party Contracts,Requirements for protection measures,Human resource security,ISMS/ISMS-P,3,Y,4,3,docs/en/annex7-2/2.2.1.md
en,별표7의2,2.3.1,Designation of Protection Areas,Requirements for protection measures,External party security,ISMS/ISMS-P,4,Y,4,2,docs/en/annex7-2/2.3.1.md
en,별표7의2,2.3.2,Information System Protection,Requirements for protection measures,External party security,ISMS/ISMS-P,3,N,3,2,docs/en/annex7-2/2.3.2.md
en,별표7의2,2.3.3,Control of Devices Brought In and Out,Requirements for protection measures,External party security,ISMS/ISMS-P,4,Y,3,2,docs/en/annex7-2/2.3.3.md
en,별표7의2,2.3.4,Work Environment Security,Requirements for protection measures,External party security,ISMS/ISMS-P,4,Y,4,4,docs/en/annex7-2/2.3.4.md
en,별표7의2,2.4.1,User Account Management,Requirements for protection measures,Physical security,ISMS/ISMS-P,3,Y,4,3,docs/en/annex7-2/2.4.1.md
en,별표7의2,2.4.2,User Identification,Requirements for protection measures,Physical security,ISMS/ISMS-P,2,Y,3,3,docs/en/annex7-2/2.4.2.md
en,별표7의2,2.4.3,User Authentication,Requirements for protection measures,Physical security,ISMS/ISMS-P,2,Y,4,2,docs/en/annex7-2/2.4.3.md
en,별표7의2,2.4.4,Password Management,Requirements for protection measures,Physical security,ISMS/ISMS-P,3,Y,2,3,docs/en/annex7-2/2.4.4.md
en,별표7의2,2.5.1,Network Access,Requirements for protection measures,Authentication and authorization management,ISMS/ISMS-P,7,Y,4,5,docs/en/annex7-2/2.5.1.md
en,별표7의2,2.5.2,Information System Access,Requirements for protection measures,Authentication and authorization management,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7-2/2.5.2.md
en,별표7의2,2.5.3,Remote Access Control,Requirements for protection measures,Authentication and authorization management,ISMS/ISMS-P,4,Y,7,4,docs/en/annex7-2/2.5.3.md
en,별표7의2,2.5.4,Internet Access Control,Requirements for protection measures,Authentication and authorization management,ISMS/ISMS-P,3,Y,5,5,docs/en/annex7-2/2.5.4.md
en,별표7의2,2.6.1,Application of Cryptographic Policy,Requirements for protection measures,Access control,ISMS/ISMS-P,4,Y,4,5,docs/en/annex7-2/2.6.1.md
en,별표7의2,2.7.1,Definition of Security Requirements,Requirements for protection measures,Application of cryptography,ISMS/ISMS-P,3,N,4,4,docs/en/annex7-2/2.7.1.md
en,별표7의2,2.7.2,Separation of Test and Operational Environments,Requirements for protection measures,Application of cryptography,ISMS/ISMS-P,2,N,2,3,docs/en/annex7-2/2.7.2.md
en,별표7의2,2.7.3,Test Data Security,Requirements for protection measures,Application of cryptography,ISMS/ISMS-P,2,N,3,4,docs/en/annex7-2/2.7.3.md
en,별표7의2,2.7.4,Source Program Management,Requirements for protection measures,Application of cryptography,ISMS/ISMS-P,3,N,2,3,docs/en/annex7-2/2.7.4.md
en,별표7의2,2.8.1,Change Management,Requirements for protection measures,Security in information system introduction and development,ISMS/ISMS-P,2,N,3,3,docs/en/annex7-2/2.8.1.md
en,별표7의2,2.8.2,Backup and Recovery Management,Requirements for protection measures,Security in information system introduction and development,ISMS/ISMS-P,3,Y,3,4,docs/en/annex7-2/2.8.2.md
en,별표7의2,2.8.3,Log and Access Record Management,Requirements for protection measures,Security in information system introduction and development,ISMS/ISMS-P,6,Y,4,6,docs/en/annex7-2/2.8.3.md
en,별표7의2,2.9.1,Security System Operation,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,6,Y,8,4,docs/en/annex7-2/2.9.1.md
en,별표7의2,2.9.2,Cloud Security,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,4,N,7,4,docs/en/annex7-2/2.9.2.md
en,별표7의2,2.9.3,Public Server Security,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,4,N,3,3,docs/en/annex7-2/2.9.3.md
en,별표7의2,2.9.4,Business Device Security,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7-2/2.9.4.md
en,별표7의2,2.9.5,Removable Storage Media Management,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,5,Y,3,4,docs/en/annex7-2/2.9.5.md
en,별표7의2,2.9.6,Patch Management,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,5,Y,3,3,docs/en/annex7-2/2.9.6.md
en,별표7의2,2.9.7,Malware Control,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,4,Y,4,4,docs/en/annex7-2/2.9.7.md
en,별표7의2,2.10.1,Establishment of an Incident Prevention and Response System,Requirements for protection measures,System and service security management,ISMS/ISMS-P,2,Y,3,6,docs/en/annex7-2/2.10.1.md
en,별표7의2,2.10.2,Vulnerability Assessment and Remediation,Requirements for protection measures,System and service security management,ISMS/ISMS-P,4,Y,6,2,docs/en/annex7-2/2.10.2.md
en,별표7의2,2.10.3,Incident Response and Recovery,Requirements for protection measures,System and service security management,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7-2/2.10.3.md
en,별표7의2,3.1.1,Collection/Use of Personal Information,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,9,Y,5,9,docs/en/annex7-2/3.1.1.md
en,별표7의2,3.1.2,Limitation on Personal Information Collection,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,3,Y,3,5,docs/en/annex7-2/3.1.2.md
en,별표7의2,3.1.3,Restriction on Processing of Resident Registration Numbers,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,3,Y,4,6,docs/en/annex7-2/3.1.3.md
en,별표7의2,3.1.4,Restrictions on Processing Sensitive Information and Unique Identifying Information,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,3,Y,3,3,docs/en/annex7-2/3.1.4.md
en,별표7의2,3.1.5,Indirect Collection of Personal Information,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,6,Y,3,4,docs/en/annex7-2/3.1.5.md
en,별표7의2,3.1.6,Installation/Operation of Video Information Processing Devices,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,8,Y,5,4,docs/en/annex7-2/3.1.6.md
en,별표7의2,3.1.7,Collection/Use of Personal Information for Marketing Purposes,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,4,Y,7,5,docs/en/annex7-2/3.1.7.md
en,별표7의2,3.2.1,Management of Personal Information Status,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,3,Y,5,4,docs/en/annex7-2/3.2.1.md
en,별표7의2,3.2.2,Ensuring Personal Information Quality,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,2,Y,2,2,docs/en/annex7-2/3.2.2.md
en,별표7의2,3.2.3,Protection of User Device Access,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,3,Y,2,4,docs/en/annex7-2/3.2.3.md
en,별표7의2,3.2.4,Use and Provision of Personal Information for Purposes Other than Intended,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,6,Y,5,4,docs/en/annex7-2/3.2.4.md
en,별표7의2,3.2.5,Processing of Pseudonymized Information,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,6,Y,3,4,docs/en/annex7-2/3.2.5.md
en,별표7의2,3.3.1,Provision of Personal Information to Third Parties,Requirements by personal information processing phase,Protection measures when providing personal information,ISMS-P,7,Y,4,5,docs/en/annex7-2/3.3.1.md
en,별표7의2,3.3.2,Outsourcing of Personal Information Processing Tasks,Requirements by personal information processing phase,Protection measures when providing personal information,ISMS-P,2,Y,4,4,docs/en/annex7-2/3.3.2.md
en,별표7의2,3.3.3,"Transfer of Personal Information Due to Business Transfer, etc.",Requirements by personal information processing phase,Protection measures when providing personal information,ISMS-P,3,Y,2,2,docs/en/annex7-2/3.3.3.md
en,별표7의2,3.3.4,Cross-border transfer of personal information,Requirements by personal information processing phase,Protection measures when providing personal information,ISMS-P,4,Y,4,3,docs/en/annex7-2/3.3.4.md
en,별표7의2,3.4.1,Destruction of Personal Information,Requirements by personal information processing phase,Protection measures when destroying personal information,ISMS-P,4,Y,3,4,docs/en/annex7-2/3.4.1.md
en,별표7의2,3.4.2,Measures for Retention After the Processing Purpose Is Achieved,Requirements by personal information processing phase,Protection measures when destroying personal information,ISMS-P,4,Y,3,4,docs/en/annex7-2/3.4.2.md
en,별표7의2,3.5.1,Disclosure of the Personal Information Processing Policy,Requirements by personal information processing phase,Protection of data subject rights,ISMS-P,3,Y,2,5,docs/en/annex7-2/3.5.1.md
en,별표7의2,3.5.2,Guarantee of Data Subject Rights,Requirements by personal information processing phase,Protection of data subject rights,ISMS-P,6,Y,4,6,docs/en/annex7-2/3.5.2.md
en,별표7의2,3.5.3,Notification to the data subject,Requirements by personal information processing phase,Protection of data subject rights,ISMS-P,2,Y,2,2,docs/en/annex7-2/3.5.3.md
en,별표7의3,1.1.1,Participation of Executive Management,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,2,N,5,2,docs/en/annex7-3/1.1.1.md
en,별표7의3,1.1.2,Designation of the Chief Officer,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,2,Y,6,4,docs/en/annex7-3/1.1.2.md
en,별표7의3,1.1.3,Organizational Structure,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,1,Y,5,4,docs/en/annex7-3/1.1.3.md
en,별표7의3,1.1.4,Scope Definition,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,3,N,7,3,docs/en/annex7-3/1.1.4.md
en,별표7의3,1.1.5,Policy Establishment,Establishment and operation of the management system,Laying the foundation of the management system,ISMS/ISMS-P,4,Y,5,3,docs/en/annex7-3/1.1.5.md
en,별표7의3,1.2.1,Information Asset Identification,Establishment and operation of the management system,Risk management,ISMS/ISMS-P,3,N,5,5,docs/en/annex7-3/1.2.1.md
en,별표7의3,1.2.2,Status and Flow Analysis,Establishment and operation of the management system,Risk management,ISMS/ISMS-P,2,N,4,3,docs/en/annex7-3/1.2.2.md
en,별표7의3,1.3.1,Management of Operational Status,Establishment and operation of the management system,Operation of the management system,ISMS/ISMS-P,2,Y,3,2,docs/en/annex7-3/1.3.1.md
en,별표7의3,1.4.1,Review of Compliance with Legal Requirements,Establishment and operation of the management system,Inspection and improvement of the management system,ISMS/ISMS-P,2,Y,6,7,docs/en/annex7-3/1.4.1.md
en,별표7의3,1.4.2,Management System Review,Establishment and operation of the management system,Inspection and improvement of the management system,ISMS/ISMS-P,2,Y,3,3,docs/en/annex7-3/1.4.2.md
en,별표7의3,1.4.3,Improvement of the Management System,Establishment and operation of the management system,Inspection and improvement of the management system,ISMS/ISMS-P,2,Y,4,4,docs/en/annex7-3/1.4.3.md
en,별표7의3,2.1.1,Maintenance of Policies,Requirements for protection measures,"Policy, organization, and asset management",ISMS/ISMS-P,4,Y,4,5,docs/en/annex7-3/2.1.1.md
en,별표7의3,2.1.2,Maintenance of the Organization,Requirements for protection measures,"Policy, organization, and asset management",ISMS/ISMS-P,3,Y,7,4,docs/en/annex7-3/2.1.2.md
en,별표7의3,2.1.3,Information Asset Management,Requirements for protection measures,"Policy, organization, and asset management",ISMS/ISMS-P,2,N,4,3,docs/en/annex7-3/2.1.3.md
en,별표7의3,2.2.1,Designation and Management of Key Job Holders,Requirements for protection measures,Human resource security,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7-3/2.2.1.md
en,별표7의3,2.2.2,Security Pledge,Requirements for protection measures,Human resource security,ISMS/ISMS-P,4,N,2,4,docs/en/annex7-3/2.2.2.md
en,별표7의3,2.2.3,Awareness Raising and Education/Training,Requirements for protection measures,Human resource security,ISMS/ISMS-P,5,Y,4,6,docs/en/annex7-3/2.2.3.md
en,별표7의3,2.2.4,Management of Retirement and Job Change,Requirements for protection measures,Human resource security,ISMS/ISMS-P,2,Y,3,4,docs/en/annex7-3/2.2.4.md
en,별표7의3,2.3.1,Security in External Party Contracts,Requirements for protection measures,External party security,ISMS/ISMS-P,3,Y,4,3,docs/en/annex7-3/2.3.1.md
en,별표7의3,2.4.1,Access Control,Requirements for protection measures,Physical security,ISMS/ISMS-P,2,Y,4,3,docs/en/annex7-3/2.4.1.md
en,별표7의3,2.4.2,Work Environment Security,Requirements for protection measures,Physical security,ISMS/ISMS-P,4,Y,4,4,docs/en/annex7-3/2.4.2.md
en,별표7의3,2.5.1,User Account Management,Requirements for protection measures,Authentication and authorization management,ISMS/ISMS-P,3,Y,4,3,docs/en/annex7-3/2.5.1.md
en,별표7의3,2.5.2,User Identification,Requirements for protection measures,Authentication and authorization management,ISMS/ISMS-P,2,Y,3,3,docs/en/annex7-3/2.5.2.md
en,별표7의3,2.5.3,User Authentication,Requirements for protection measures,Authentication and authorization management,ISMS/ISMS-P,2,Y,4,2,docs/en/annex7-3/2.5.3.md
en,별표7의3,2.5.4,Password Management,Requirements for protection measures,Authentication and authorization management,ISMS/ISMS-P,3,Y,2,3,docs/en/annex7-3/2.5.4.md
en,별표7의3,2.6.1,Network Access,Requirements for protection measures,Access control,ISMS/ISMS-P,1,Y,4,5,docs/en/annex7-3/2.6.1.md
en,별표7의3,2.6.2,Information System Access,Requirements for protection measures,Access control,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7-3/2.6.2.md
en,별표7의3,2.6.3,Remote Access Control,Requirements for protection measures,Access control,ISMS/ISMS-P,4,Y,7,4,docs/en/annex7-3/2.6.3.md
en,별표7의3,2.6.4,Internet Access Control,Requirements for protection measures,Access control,ISMS/ISMS-P,3,Y,5,5,docs/en/annex7-3/2.6.4.md
en,별표7의3,2.7.1,Application of Cryptography Policy,Requirements for protection measures,Application of cryptography,ISMS/ISMS-P,4,Y,4,5,docs/en/annex7-3/2.7.1.md
en,별표7의3,2.8.1,Definition of Security Requirements,Requirements for protection measures,Security in information system introduction and development,ISMS/ISMS-P,1,N,4,4,docs/en/annex7-3/2.8.1.md
en,별표7의3,2.8.2,Test Data Security,Requirements for protection measures,Security in information system introduction and development,ISMS/ISMS-P,2,N,3,4,docs/en/annex7-3/2.8.2.md
en,별표7의3,2.8.3,Source Program Management,Requirements for protection measures,Security in information system introduction and development,ISMS/ISMS-P,2,N,2,3,docs/en/annex7-3/2.8.3.md
en,별표7의3,2.9.1,Change Management,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,2,N,3,3,docs/en/annex7-3/2.9.1.md
en,별표7의3,2.9.2,Backup and Recovery Management,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,3,Y,3,4,docs/en/annex7-3/2.9.2.md
en,별표7의3,2.9.3,Log and Access Record Management,Requirements for protection measures,System and service operation management,ISMS/ISMS-P,3,Y,4,6,docs/en/annex7-3/2.9.3.md
en,별표7의3,2.10.1,Security System Operation,Requirements for protection measures,System and service security management,ISMS/ISMS-P,6,Y,8,4,docs/en/annex7-3/2.10.1.md
en,별표7의3,2.10.2,Security of Work Devices,Requirements for protection measures,System and service security management,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7-3/2.10.2.md
en,별표7의3,2.10.3,Removable Storage Media Management,Requirements for protection measures,System and service security management,ISMS/ISMS-P,5,Y,3,4,docs/en/annex7-3/2.10.3.md
en,별표7의3,2.10.4,Patch Management,Requirements for protection measures,System and service security management,ISMS/ISMS-P,5,Y,3,3,docs/en/annex7-3/2.10.4.md
en,별표7의3,2.10.5,Malicious Code Control,Requirements for protection measures,System and service security management,ISMS/ISMS-P,4,Y,4,4,docs/en/annex7-3/2.10.5.md
en,별표7의3,2.11.1,Establishment of Incident Prevention and Response System,Requirements for protection measures,Incident prevention and response,ISMS/ISMS-P,2,Y,3,6,docs/en/annex7-3/2.11.1.md
en,별표7의3,2.11.2,Vulnerability Inspection and Remediation,Requirements for protection measures,Incident prevention and response,ISMS/ISMS-P,4,Y,6,2,docs/en/annex7-3/2.11.2.md
en,별표7의3,2.11.3,Incident Response and Recovery,Requirements for protection measures,Incident prevention and response,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7-3/2.11.3.md
en,별표7의3,3.1.1,Collection/Use of Personal Information,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,9,Y,5,9,docs/en/annex7-3/3.1.1.md
en,별표7의3,3.1.2,Limitation on Collection of Personal Information,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,3,Y,3,5,docs/en/annex7-3/3.1.2.md
en,별표7의3,3.1.3,Restrictions on Processing Resident Registration Numbers,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,3,Y,4,6,docs/en/annex7-3/3.1.3.md
en,별표7의3,3.1.4,Restrictions on Processing Sensitive Information and Unique Identifying Information,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,3,Y,3,3,docs/en/annex7-3/3.1.4.md
en,별표7의3,3.1.5,Indirect Collection of Personal Information,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,6,Y,3,4,docs/en/annex7-3/3.1.5.md
en,별표7의3,3.1.6,Installation/Operation of Video Information Processing Devices,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,8,Y,5,4,docs/en/annex7-3/3.1.6.md
en,별표7의3,3.1.7,Collection/Use of Personal Information for Marketing Purposes,Requirements by personal information processing phase,Protection measures when collecting personal information,ISMS-P,4,Y,7,5,docs/en/annex7-3/3.1.7.md
en,별표7의3,3.2.1,Management of Personal Information Status,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,3,Y,5,4,docs/en/annex7-3/3.2.1.md
en,별표7의3,3.2.2,Ensuring Quality of Personal Information,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,2,Y,2,2,docs/en/annex7-3/3.2.2.md
en,별표7의3,3.2.3,Protection of User Terminal Access,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,3,Y,2,4,docs/en/annex7-3/3.2.3.md
en,별표7의3,3.2.4,Use and Provision of Personal Information Beyond the Purpose,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,6,Y,5,4,docs/en/annex7-3/3.2.4.md
en,별표7의3,3.2.5,Processing of Pseudonymized Information,Requirements by personal information processing phase,Protection measures when retaining and using personal information,ISMS-P,6,Y,3,4,docs/en/annex7-3/3.2.5.md
en,별표7의3,3.3.1,Provision of Personal Information to Third Parties,Requirements by personal information processing phase,Protection measures when providing personal information,ISMS-P,7,Y,4,5,docs/en/annex7-3/3.3.1.md
en,별표7의3,3.3.2,Outsourcing of Personal Information Processing Tasks,Requirements by personal information processing phase,Protection measures when providing personal information,ISMS-P,2,Y,4,4,docs/en/annex7-3/3.3.2.md
en,별표7의3,3.3.3,"Transfer of Personal Information Due to Business Transfer, etc.",Requirements by personal information processing phase,Protection measures when providing personal information,ISMS-P,3,Y,2,2,docs/en/annex7-3/3.3.3.md
en,별표7의3,3.3.4,Cross-Border Transfer of Personal Information,Requirements by personal information processing phase,Protection measures when providing personal information,ISMS-P,4,Y,4,3,docs/en/annex7-3/3.3.4.md
en,별표7의3,3.4.1,Destruction of Personal Information,Requirements by personal information processing phase,Protection measures when destroying personal information,ISMS-P,4,Y,3,4,docs/en/annex7-3/3.4.1.md
en,별표7의3,3.4.2,Measures When Retaining Personal Data After the Processing Purpose Is Achieved,Requirements by personal information processing phase,Protection measures when destroying personal information,ISMS-P,4,Y,3,4,docs/en/annex7-3/3.4.2.md
en,별표7의3,3.5.1,Disclosure of the Privacy Policy,Requirements by personal information processing phase,Protection of data subject rights,ISMS-P,3,Y,2,5,docs/en/annex7-3/3.5.1.md
en,별표7의3,3.5.2,Guarantee of Data Subject Rights,Requirements by personal information processing phase,Protection of data subject rights,ISMS-P,6,Y,4,6,docs/en/annex7-3/3.5.2.md
en,별표7의3,3.5.3,Notification to Data Subjects,Requirements by personal information processing phase,Protection of data subject rights,ISMS-P,2,Y,2,2,docs/en/annex7-3/3.5.3.md
